"質詢編號","屆","會期","會次","委員","刊登日期","事由","說明"
"11-2-10-39",11,2,10,"羅智強","2024-11-20","本院羅委員智強，針對調查局近期發生多起性騷擾及風紀事件，特向行政院提出質詢。","調查局作為我國核心執行肅貪、緝毒及維護社會秩序的重責，卻在近期接連爆出風紀問題與 性騷擾案件。調查局近五年性騷擾申訴案件共計就有 16 件，其中成立 9 件，並有 2 件刑事告發 ，內部性騷擾問題不容輕視。此外，近期爆發嘉義地區一位副主任對女部屬性騷擾並涉及金錢糾 紛、桃園調處主任在外餐敘後進入不當場合，均凸顯該局紀律管理機制亟需加強。 局長陳白立上任後雖強調內部紀律並加強懲處，對於違紀人員迅速處理，包括記過、調職等 措施，但從近年的性騷擾及風紀案件數量上看，內部紀律不彰仍然屢次發生，且性騷擾案件中不 成立的比例亦偏高，顯示內部應加強申訴流程的透明度及申訴者保護。 調查局性騷擾與風紀事件頻發，亦凸顯現行的預防措施尚不足，應持續加強性別平權教育， 並設立安全申訴管道，保障受害者的隱私及權益。針對調查局近期多起性騷擾及風紀事件，其人 員素行管理及防治措施的成效，敬請貴院檢討、改善相關事宜並回覆。"
"11-2-10-40",11,2,10,"顏寬恒","2024-11-20","本院顏委員寬恒，有鑑於《身心障礙者生活補助費發給辦法》2012 年始規定身心障礙者家庭總收入及財產，未超過新臺幣 200 萬元者，發放生活費，至今已有 12 年未調整，近年臺灣消費者物價指數持續上漲加上通貨膨脹等情況，是否有必要重新擬定該標準，特向行政院提出質詢。","一、2012 年 7 月發布《身心障礙者生活補助費發給辦法》，其第二條第一項第四款第三目規定 家庭總收入及財產須符合之標準，如家庭總收入平均分配全家人口之金額，未達當年度每 人每月最低生活費二點五倍，且未超過臺灣地區平均每人每月消費支出一點五倍、家庭總 收入應計算人口之所有存款本金及有價證券價值合計未超過一人時為新臺幣二百萬元，每 增加一人，增加新臺幣二十五萬元、家庭總收入應計算人口之所有土地及房屋價值合計未 超過新臺幣六百五十萬元等。 二、根據主計總處的統計顯示，我國 CPI（消費者物價指數）年增率自 2022 年起皆突破 2%，近 年通膨議題倍受國人矚目，物價隨原物料飛漲，然 2012 年之消費者物價總指數為 92.97， 與 2023 年 105.51 相差甚鉅，而《身心障礙者生活補助費發給辦法》中對於身心障礙者家庭 總收入及財產標準卻未隨之變動，仍係維持家庭總收入所有存款本金及有價證券價值合計 新臺幣二百萬元。 三、政府發放身心障礙者生活補助費用係為保障身心障礙者生存權益，照顧與支持其獨立生活 機會，然現若仍維持 2012 年所訂定之二百萬元，顯已與現今社會經濟狀況不符，亦使部分 身心障礙者無法申請生活補助費用，此與政府頒布政令保障及維護身心障礙者權益之初衷 背道而馳，建請貴院重新檢討該標準，並擬定與現行消費者物價指數相符之金額。"
"11-2-6-21",11,2,6,"羅智強","2024-10-23","本院羅委員智強，就維護我國高齡長者居住權議題，特向行政院提出質詢。","根據內政部統計，截至 2024 年 5 月，65 歲以上的老年人口共計約 438 萬人，預計 2025 年 台灣將步入超高齡社會。此外今年第 1 季，全台屋齡超過 30 年的老舊房屋有 483.2 萬戶，老屋 比例高達 52.4%，若以台北市為例，老屋比例更是突破七成，其中一半是五層樓以下沒有電梯的 老舊住宅。此外，截至 2023 年 6 月獨居老人宅數為 54.25 萬宅、獨居老人比率 7.29%，和 103 年 同期的 26.22 萬宅比，成長幾近 2 倍。因此無論考量老屋的居住環境與安全，或是老人獨居比例 增幅，政府都應當重視當前銀髮族的居住權利，推動適當政策。 然而事實上，目前無論是公立還是私立機構，想要興建安養機構面臨的主要問題是土地成本 過高，這使得民間企業不敢貿然投資高齡產業。對此，創辦「鑫淼天使居」照顧貧苦失能獨居老 人的前監察院長王建煊說：「國有土地、農業土地很多，政府應特別成立小組，專責釋出閒置土 地及讓農地變更用地」。 所以在興建成本高額的條件下，近年民間興建的銀髮住宅，目標族群多半設定為富有退休族 ，每月租金不含三餐，價格區間大約在 3 萬 5 千元至 8 萬 5 千元之間。對中產階級或社會經濟弱 勢退休族群來說，難以負擔。因此政府如果不重視銀髮族的居住正義政策，勢必會造成不正義擴 大。 對此，資策會科技法律研究所資深分析師黃毓瑩在 2023 年「高齡友善住宅」論壇中曾指出 ，歐洲銀髮住宅多採「公私協力」的模式。以芬蘭的多元照護社區「Keinukamari」為例，土地 是由市政府、運輸公司和保險公司共同持有，但住房是由老年住房基金會和公司開發，居家服務 由市政府提供，公共照顧服務則是交給民營照護運營商。透過公私協力的模式，不同階段由不同 單位負責，從而降低相關成本，讓中產階級與經濟弱勢族群也能負擔。建議行政院可以借鏡國外 經驗，儘速推動完整的銀髮族居住正義。 針對上述銀髮族居住問題，以及未來解決規劃等相關事宜，敬請貴院回覆。"
"11-2-6-22",11,2,6,"羅智強","2024-10-23","本院羅委員智強，就高層建築消防法規檢討與居住安全問題，特向行政院提出質詢。","今年新竹晴空匯社區發生火警，造成兩名消防人員不幸殉職，根據新竹市消防局調查指出， 起火處位於大樓地下一樓管道間電力配線，因故短路引發火災，其中晴空匯樓道間的電線過於密 集，加上社區一般電力和緊急電力的電纜線都在同一個管道，使火災發生時緊急電力無法輸送。 此次事件疑似因防火填塞未確實施作，造成濃煙沿著管道間、安全梯間向上竄升從而釀災。 有專家表示，地方建築主管機關核發使用執照時，因查驗項目過多，有些部分過於隱密難以查證 ，防火區劃和防火填塞是否能發揮遮煙作用，一時難以發現。因此建議為避免憾事再度發生，建 築法應適當修正，讓第三方機構進入施工現場進行查驗；此外，針對管道間電線密集分布、緊急 供電系統與常用電源設置於同一個管道間之缺失，專家也建議主管機關儘速檢討於建築技術規則 建築設備編中，增訂「緊急供電系統應與常用電源分置於不同區域」，明文規定常用供電與緊急 供電分為不同區域，分散火災發生時的電力風險。 隨著都市更新、新大樓興建，未來高樓棟數勢必繼續增加，考量目前國內僅有 3 台雲梯車超 過 70 公尺，因此為確保居住安全，政府必須予以重視高樓消防安全。針對高層建築的防災措施 以及相關法規修正等相關事宜，敬請貴院回覆。"
"11-2-6-23",11,2,6,"羅智強","2024-10-23","本院羅委員智強，就刑警案件負荷量增加，刑事津貼與工作量不成正比，特向行政院提出質詢。","近年詐騙案大增，根據警政署統計，112 年詐欺案件發生數為 37,823 件，較 111 年增加 8,314 件，致使刑警工作量暴增。以每位刑事警察平均移送案件來看，110 年為 62.69 件、111 年 為 75.74 件、112 年為 84.56 件，短短三年案件量暴增近 35%，造成目前各地刑警人力捉襟見肘 。 根據媒體報導，有資深警員表示，因詐欺案大增，每名偵查佐負責刑責區至少 50 件，甚至 破百件待查，人力缺乏部分多由派出所警員借調支援，但由於刑警工作程序繁瑣，借調措施並不 足以應付當前困境。 雖然目前刑警有刑事津貼 5,000 元，但由於行政警察待遇自今年 6 月 1 日起調升，夜間巡邏 每小時加領 100 元津貼，估計每月可多領 2,000 元左右，在行政警察津貼與刑警差距縮小的情形 下，造成人力本就不足的偵查隊已出現刑警調任的情況。 一位刑警的養成並不容易，大量詐騙案的工作量，成為壓垮刑警的最後一根稻草，也將刑警 長久以來人力短缺的問題浮上檯面。建議行政院適當增加刑警加給、增補人力，以及減輕非必要 負擔。 針對各地刑警人力短缺、工作量大增以及加給改善等相關事宜，敬請貴院回覆。"
"11-2-6-24",11,2,6,"黃健豪","2024-10-23","本院黃委員健豪，鑑於我國為達成溫室氣體減量而依法徵收之「碳費」即將正式上路，為避免發生未來碳費由中央收取，碳排放污染卻由地方承受之不合理情形，要求中央應撥交百分之八十比率碳費供地方政府利用，特向行政院提出質詢。","一、《氣候變遷因應法》規定中央主管機關為達成溫室氣體管制目標，得分階段對溫室氣體排 放源徵收碳費。環境部已於 113 年 10 月預告碳費費率，預計於 115 年 5 月正式開徵。 二、現行《空氣污染防制法》規定，中央主管機關由固定污染源所收款項，應以百分之六十比 率將其撥交該固定污染源所在直轄市、縣（市）主管機關；由移動污染源所收款項，應以百 分之二十比率將其撥交該移動污染源使用者設籍地或油燃料銷售地所在直轄市、縣（市）主 管機關。各地方政府自 86 年 9 月起，陸續成立空氣污染防制基金或環境保護基金，專用於 空氣污染防制工作。 三、台電台中發電廠係世界第四大之火力發電廠，每年碳排量高達 3,270 萬噸，台中市長期以來 飽受溫室氣體排放污染。碳費目的在於管制溫室氣體排放源，若碳費由中央收取，碳排放 污染卻由地方民眾承擔，影響民眾健康，顯然不公。參酌《空氣污染防制法》規定，該溫 室氣體排放源所在地之地方政府理應獲一定比例撥交，以利各地方政府減碳工作進行。爰 建請行政院研擬未來碳費開徵後，應將碳費百分之八十比率撥交由排放源所在地之地方政 府利用。"
"11-2-3-12",11,2,3,"黃建賓","2024-10-01","本院黃委員建賓，鑑於立法院三讀修正通過《地方民意代表費用 支 給 及 村 里 長 事 務 補 助 費 補 助 條 例 》 中 ， 久 任 村 里 長任職滿 6 屆且年滿 65 歲者，新增慰勞金。惟如村里長滿 6 屆，但未滿 65 歲者則無法領取，有違久任職滿之慰勞之意，實有欠公允，特向行政院提出質詢。","久任慰勞金名為久任，卻設置 65 歲年齡門檻，違久任職滿之慰勞之意，且未滿六十歲之全國 村里長比例高達 43%，爰建請行政院研議修改年齡之門檻。"
"11-2-3-13",11,2,3,"林國成","2024-10-01","本院林委員國成，有鑑於我國重要基礎交通建設業者之訂票平台會員數覆蓋眾多，倘發生資安異常事件，對於人民隱私與財產之權益侵害甚鉅，更恐成為國安問題。爰此，基於國民個資保障與數位犯罪防範之目的，特向行政院提出質詢。","一、爰高鐵公司為重要基礎交通建設，分類屬於國家資通安全責任 A 級單位，依資通安全法亦應 於發生重大資安事件時，通報相關單位，先予敘明。 二、詎於中秋節前後，高鐵竟發生 TGo 會員紅利點數被盜用案件，帳號遭異常兌換之被害會員 人數達 500 餘位，造成之財產損失尚難統計；且經被害會員客訴後，高鐵亦第一時間推卸 責任，指摘外包廠商及被害民眾，致使民怨四起，容有未洽。 三、又查，民眾為累積點數紅利及實名制需求，於申辦我國高鐵或台鐵會員時，均需提供包含 真實姓名、身分證字號、聯絡方式等重要個人資料；僅以高鐵公司而言，其會員即已有 275 萬餘人，接近我國人口數量十分之一。換言之，假我國交通運輸業者之資安維護存在破口 ，或成嚴重之個資侵害，更可能因資料遭不法集團取得濫用，致生重大財產損害，甚而衍生 國安問題，故相關交通運輸單位自應採行積極態度為迅速處理；然本次高鐵會員資訊遭盜 用案，屢經民眾反應後，卻僅口頭告知被害會員應自行報警，至於高鐵是否建立符合資通 安全法規範之通報標準程序，並確實履行法律上課予之通報義務，不無疑義，應予說明。 四、再退步言之，據高鐵公司基本規章、有關資訊安全風險管理辦法項下，票務、旅客服務系統 屬資訊應用系統，自應考量系統的機密性、完整性、可用性、法律遵循性等面向。揆諸數位 犯罪因具有快速即時之特性，現行 TGo 平台會員紅利點數規約上，僅對使用、兌換折抵等 訂有規範，並未列明帳號異常的處理方式；復參考部分公司法人（如 Google、Apple 等）就 其註冊會員帳號發生異常情形時，均會透由簡訊、E-mail 或手機警示等方式第一時間通知帳戶 使用人，以中斷或減少數位犯罪對其會員之侵害，惟現行高鐵 TGo 系統遲至本案發生後， 始預計導入登入通知系統，顯見我國重要交通運輸業者針對資安示警即時性與數位犯罪之 預防演練上仍有不足，未善盡資安風險管理之責任，應予改善。 五、綜上所述，爰請交通部、數發部、警政署等相關單位應重新檢討現行重要基礎交通運輸業 者會員平台就數位犯罪之預防、資安之維護，以及現行重大資安事件通報程序之妥適性， 並研擬相關改善計畫，以書面報告之，保障人民資安、財產與國家安全。"
"11-2-3-14",11,2,3,"顏寬恒","2024-10-01","本院顏委員寬恒，因行政機關打詐成效不彰，且 165 反詐騙專線程序繁複、效率低落，無法及時有效回應民眾需求，導致民眾求助無門，專線形同虛設，特向行政院提出質詢。","一、本席近期接獲陳情，某公司遭到詐騙集團冒用名義進行詐騙，導致多位民眾上當，受害者 已多次撥打 165 反詐騙專線，然而 165 處理程序繁複，時至今日無有效作為，仍然有許多 民眾持續反映類似事件。行政機關花費大量經費在打詐、阻詐上，卻連最基本的反詐騙專線 都無法發揮有效功能，反詐專線形同虛設，導致民眾對政府打詐決心感到存疑。 二、公司名義被冒用不僅損害公司本身之聲譽，也造成民眾受騙上當後血本無歸，這是一項日益 嚴重的社會問題。165 最近接獲多少件數有關於冒用公司名義進行詐騙的案件？在接獲類似 情形之詐騙行為後，是否有對這樣的詐騙行為做風險管理以及檢討相關措施？ 三、民眾已多次撥打 165 反詐騙專線，詐騙活動仍然持續發生，因此不免讓人懷疑行政機關效率 不佳亦存在責任劃分不明確而導致相關機關互踢皮球而無法及時回應民眾等問題。165 專線 案件從立案到解決的平均處理時間大約是多久？針對 165 反詐騙專線的運作流程，能否簡化 報案程序、提高行政效率，藉此更積極、快速的阻斷詐騙行為？ 四、詐騙的手法日新月異，詐騙集團的手法永遠領先政府打詐方式，防不勝防，即便如此，在 打詐方面仍然不能停下腳步。阻詐是一項公私協力的工作，在期許民眾有反詐意識之虞， 打詐這項工作仍必須由政府帶頭做起。數位發展部與警政署打擊數位詐騙、特別是冒用企業 名義詐騙行為上的跨部門協調溝通機制是什麼？ 五、為了因應數位轉型、達成電子治理之目標，數發部編列大量預算，在打詐方面，也做出了 許多對應的政策。數發部在打詐這方面有無訂定關鍵績效指標？透過科技技術、大數據分析 等方式，預計可以為阻詐帶來多少成效？"
"11-2-4-15",11,2,4,"羅智強","2024-10-09","本院羅委員智強，鑑於台電減免電費名單將菸草製造業列入可 減 免百 分 之七 範 圍， 多 數醫 療 院所 不 符電 費 減免 條 件 ，調 漲比率達百分之十四，高於產業電價平均調漲百分之十二點五一事，特向行政院提出質詢。","電價審議會在 9 月 30 日決議並發佈公告，新一輪電價調整於十月十六日上路，產業電價平 均調幅 12.5%，部分用電大戶調幅最高達 14%，對於整體民生消費物價造成重大衝擊，不少產業 呼籲應重新檢討各別產業對於民生之影響。 細究台電以行業別代碼所公布電費調漲範圍，竟發現多數醫療院所不符電費減免條件，調漲 比率達百分之十四，高於產業電價平均調漲百分之十二點五。反之，對於健康有害的菸草製造業 ，不僅漲幅未如同救命的醫療院所，還可減免百分之七，讓醫師與民眾紛紛感嘆「救命的比不上 賣菸的」。 董氏基金會亦對此表示擔憂，醫界憂心電價調漲，讓醫療院所不堪負荷，進而影響營運狀況 、醫護人員持續出走等結構性亂象，但菸草製造業卻是受惠，難怪醫界對此忿忿不平。 固然在民眾罵聲不斷後，經濟部於 3 日緊急宣布，菸草製造業調 14%，醫院診所、餐食及外 燴及團膳承包業、花蓮旅宿業等業別給予凍漲，仍顯見電價費率審議會在審議過程中，並未詳實 地針對各產業內容與對民生影響差異進行逐一審視，僅以帳面上之能源使用進行評定。 通膨持續升溫！行政院主計總處八月發布 2024 年七月物價調查結果，七月 CPI 年增率 2.52%，為近月新高。今年上半年通膨率也達 2.27%，依舊飆破 2%通膨警戒線。雖部分產業符合 用電及產值衰退的標準，但考量國家政策與公共利益，仍應納入民生物價相關性較高的產業，盡 量減低民眾所承受的高物價痛苦指數。 台電發言人副總蔡志孟受訪時提及，用電衰退百分之五及產值衰退百分之十五兩項電價漲幅 減半優惠條件，是電價審議會的決定，台電只是按審議會的決定。台電用電戶的行業別是依據主 計總處行業分類中的小類，看來應是無法再細分，若相關團體認於政府不該用電價調整方案，應 是從其他可直接影響的政策做引導，而不是從用電考量。 由於經濟部就相關調整方案，僅與電價費率審議會委員口頭報告，後續將採取書面方式確認 ，並將相關資訊列入會議資料及記錄作為正式補充。本席請行政院應責成經濟部與電價費率審議 會重新召開，縝密檢討電價調整方案並暫緩本次電價調整上路。"
"11-2-4-16",11,2,4,"鍾佳濱","2024-10-09","本院鍾委員佳濱，鑑於屏東東港安泰醫院發生大火時，適逢颱風山陀兒侵擾南臺灣，案發地點備有大量柴油供應發電機運 作 ，若 點 燃柴 油 將加 劇 火災 濃 煙產 生 ；另 抽 水站 及 水 產養 殖也都將柴油發電機做備援電力系統，當淹水發生時柴油發電機因各種因素終止運轉，為免上述情況再度發生，特向行政院提出質詢。","一、現臺灣備援電力系統多使用柴油發電機，集合式住宅備援電力系統也皆使用柴油發電機， 柴油發電機若無定期依規維護保養易造成火災及公共安全巨大疑慮。 二、抽水站備援電力系統皆多使用柴油發電機，當水災來襲柴油發電機被水淹沒即喪失功能； 另水患來臨時交通受阻，柴油運輸也將面臨相當大的困難。 三、水產養殖皆以柴油發電機做備援電力系統，在颱風期間無預警停電時，能維持水產生物氧 氣之供應。但淹水發生時柴油發電機被水淹沒即喪失功能，另淹水時柴油補給也將遇到相 當程度困難，進而導致水產養殖氧氣供應中斷，造成養殖戶大量損失。 四、未來應建立「備援電力媒合平台」，統整住宅、水產養殖及關鍵基礎設施之備援電力，依 各單位需求規劃備援電力方案，以利災防及復電，更能防止火災發生，另在強風豪雨來襲 前人民也能做好準備，減少台電工班復電壓力，分流不同需求讓人民得到協助災後重建家 園。 五、爰此，建請行政院評估集合式住宅建立安全性較高的現代儲能系統做備援方案，並訂定設 於一樓及定期維護保養規範之可行性。 六、爰此，建請行政院評估建立「備援電力媒合平台」統整與分流住宅、水產養殖及關鍵基礎 設施備援電力系統方案及各方案災害應變措施之可行性。"
"11-2-4-17",11,2,4,"鍾佳濱","2024-10-09","本院鍾委員佳濱，鑑於颱風山陀兒裹帶豪雨，為全臺帶來大量損失，台灣電力公司指出截至本月 4 日中午 12 時，全臺曾停電戶數約 40 萬戶。近年集合式住宅之台灣電力公司配電室設置於地下樓層，此種建築設計易產生火災及公共安全疑慮，另復電所需時間不短，特向行政院提出質詢。","一、據台灣電力公司現行《新增設用戶配電場所設置規範》第六條             配電場所設置地點應符合 下列條件：一、配電場所以設置於面臨道路之地面一樓或空地為原則，設置於地面一樓或 空地有困難者，得設置於其他樓層，十六樓以上之建築物宜分設於地面及適當之中間樓層 。 二、台灣電力公司受電室設置於地下樓層發生淹水時，須待水災過後並將地下樓層積水抽除才 得以復電；並發生火災時悶燒致高溫及大量濃煙，且若受電室設置於地下樓層更導致救災 困難。 三、爰此，建請行政院評估訂定法規以規範將台灣電力公司配電室設置於一樓之可行性。 四、爰此，建請行政院評估在不影響行人通行空間的前提下，將台灣電力公司配電室設置於集 合住宅基地範圍內一樓退縮公共開放空間之可行性。"
"11-2-15-47",11,2,15,"羅智強","2024-12-25","本院羅委員智強，針對減塑政策的推廣成效、未來計畫及相關配套措施，特向行政院提出質詢。","我國自 2002 年起推動限塑政策，對百貨公司、量販店、便利商店等 14 類場所實施禁限塑 膠袋措施。根據經濟部統計，2023 年國內塑膠袋內銷量達 20.8 萬公噸，較政策剛推行時的 14.6 萬公噸不減反增，顯示限塑政策尚未有效解決塑膠污染問題。 傳統市場與夜市的塑膠袋使用量占全國近六成，環境部雖以柔性方式推動「市場減塑推動 作業指引」，鼓勵消費者自備環保袋、攤商不主動提供塑膠袋，但因缺乏配套措施，政策落實 成效參差不齊。 根據環境部統計，「示範減塑市場」可減少約 4,500 萬個塑膠袋，但此數據缺乏長期追蹤機 制支撐，政策能否持續擴大效益仍有待觀察。此外，現行政策未對市場和夜市的塑膠袋使用量 設置量化目標，也未能針對公有市場及夜市差異化消費模式制定適切策略。公有市場的消費者 多屬計畫型購物，較易接受自備環保袋，但夜市因以觀光客為主，消費屬即興性，減塑政策需 更具彈性與針對性。 針對減塑政策的推廣成效、未來計畫及相關配套措施，敬請貴院檢討、改善相關事宜並回 覆。"
"11-2-15-48",11,2,15,"羅智強","2024-12-25","本院羅委員智強，就打詐政策與成效議題，特向行政院提出質詢。","近年來，詐騙犯罪日益猖獗，已成為台灣社會亟待解決的重要議題。「打詐儀錶板」於今 年 8 月上線，透過視覺化的圖表讓民眾更加直觀地瞭解全國與各縣市每日及每月民眾被騙狀況 （含案件受理數、財損數）、警察機關打詐成果（含查獲詐欺集團、查扣不法利得、攔阻被害 匯款），並辦理識詐宣導（含詐騙管道分析及防堵成效），以此來增強民眾防詐意識，並促進 警察機關的查緝行動，但實際成效不如預期。 根據警方統計，今年 10 月全國詐騙財損金額達 120 億元，已超過去年全年 88.78 億元的總 數，而 11 月詐騙財損更高達 126 億元，顯示詐騙案件及財損金額持續攀升，無法有效遏止。國 際反詐專家指出，2022 年台灣實際詐騙損失金額可能超過 1,000 億元，是官方數據的 12 倍，顯 示大部分詐騙案件未被納入統計。詐騙犯罪的實際影響遠超目前掌握的數據，特別是在境外詐 騙和使用虛擬貨幣的案件中，犯罪手法更加複雜且難以追查。 根據「打詐儀錶板」的數據顯示，在查扣不法所得方面，11 月的金額顯著減少，從 10 月的 46 億 2,597.2 萬元下降至 6 億 1,973.6 萬元，減幅達 87%。然而，11 月財損金額增幅最大的縣市 為新竹縣，其財損金額從 10 月的 3 億 7,455.4 萬元大幅增加 165%，達到 9 億 9,098.4 萬元。僅 11 月一個月，全台財損金額即激增至 126 億元，較 10 月增加超過 5%，可以看出詐騙財損金額 增速遠超查扣不法利得的速度。9/3 單日全台被詐 6 億 121.5 萬元，受理詐騙案件數量達 657 件 之多，台灣每日平均遭詐 3 至 5 億！ 更令人關切的是，過去五年來，電信詐欺案件數量激增，從 2019 年的 3.49 萬件增至 2023 年的 22.97 萬件，成長率高達 600%。詐騙行為已從個案蔓延為系統性犯罪，台灣正逐漸被貼上 「詐騙之島」的標籤。無論是成立「打詐國家隊」還是增設數位發展部，耗資數百億元的政策 舉措是否真正有效減少詐騙犯罪，值得更深入的檢討。 針對防制詐騙政策上的執行效能與未來規劃，敬請貴院詳細回應並提出具體改善方案。"
"11-2-15-49",11,2,15,"羅智強","2024-12-25","本院羅委員智強，針對醫美手術風險及衛生單位管理缺失，特向行政院提出質詢。","近日，一名婦人在台北市某醫美診所進行麻醉手術後不幸死亡。根據媒體報導，這名約 50 歲的婦人於進行麻醉手術時，突發異常，經診所送醫搶救後仍未挽回生命。事故發生後，專業醫 師指出舒眠麻醉若處理不當，可能導致呼吸困難、缺氧，甚至危及生命。然而，這類醫療過程中 ，未見麻醉專科醫師的積極參與和嚴格監管，主管機關對醫美使用麻醉的監管力度不足，未能確 保患者麻醉的安全。 根據麻醉醫學會及專科醫師的專業建議，每次麻醉手術應由經過專科訓練的麻醉醫師操作， 並需配備專業麻醉護理師，且必須有生命監測設備來隨時監控患者的生命徵象。若醫美診所未設 有麻醉專科醫師和專業監護設備，將可能無法充分保障患者的安全。因此，對醫美診所的監管應 該進一步加強，並確保所有麻醉手術均能在合格的專業人員指導下進行，從而降低風險。 衛生單位對醫美診所的監管應該更為嚴格。雖然該事件後衛生單位已經派員進行稽查並要求 診所提供說明，並提供醫療爭議調解的途徑，但這些措施是否足以防止類似事件的再次發生，仍 然需要進一步完善。主管機關更應對醫美行業加強監督，確保所有麻醉手術都在專業環境中進行 ，並對醫美從業人員提供必要的培訓與認證，從根本上保障民眾的健康與安全。 針對醫美手術風險及衛生單位管理缺失，應採取更具體的措施來改善，敬請貴院檢討、改善 相關事宜並回覆。"
"11-2-15-50",11,2,15,"羅智強","2024-12-25","本院羅委員智強，針對 108 課綱中多元學習與自主學習政策執行後造成的資源分配不均、學習形式化及教師與學生負擔加劇等問題，特向行政院提出質詢。","108 課綱中的多元學習與自主學習政策雖立意良善，旨在提升學生的核心素養與學習自主性 ，但在實施過程中卻也有顯著問題的出現。首先，多元學習的推行旨在培養學生的多方面能力， 但在實務操作上卻產生許多困難。課程設計中，各類選修與活動被要求納入學習歷程檔案，目的 是鼓勵學生探索多元興趣。然而，許多學生因應升學壓力，必須投入時間參加與升學相關的學科 競賽、社團活動甚至額外補習，以強化學習檔案的「競爭力」，導致學習目的變得功利化且重複 性高。由於資源分配不均，城市與偏鄉學校間的落差，亦使資源有限的學生難以公平參與。 另外，自主學習部分原本設計是為幫助學生培養探索與規劃能力，但實施過程中，許多學生 因缺乏清晰指導，甚至無法界定適合自己的學習主題，常淪為「形式化」作業，僅為滿足學校規 定。教師則面臨額外指導學生撰寫學習計畫及監督進度的壓力，無法專注於課堂教學。教師在有 限的時間內需協助大量學生完成學習檔案，更加重了教學負擔，使核心課程的教學效果打折。 基於以上問題，應重新檢視 108 課綱在多元與自主學習部分的設計與實施細節，確保政策真 正落實培養學生素養的初衷，避免加重學生、教師和家長的壓力。敬請貴院檢討、改善相關事宜 並回覆。"
"11-2-15-51",11,2,15,"羅智強","2024-12-25","本院羅委員智強，就舊空軍總司令部（空總）用地空間的運用及文化傳承成效，特向行政院提出質詢。","舊空軍總司令部（空總）地處台北市中心黃金地段，擁有 7.15 公頃的土地，為台北市中心 的珍貴用地，具備重要的文化與歷史價值，然而隨著 2012 年空軍總司令部遷出後，該土地的規 劃及使用問題引發社會高度關注。 2018 年文化部成立所謂「台灣當代文化實驗場」（C-LAB），計畫八年投入 150 億元，旨 在打造一個結合當代藝術、科技媒體與社會創新的複合式園區，期望成為文化創新的基地。然而 ，根據目前的運營數據，C-LAB 自成立以來雖舉辦超過 1,000 場活動，累積吸引約 45 萬人次參 與，但相較於其地理位置及投入資源，參與率與使用效益遠低於社會期待，未能有效帶動人潮與 周邊經濟活動。 空總園區內有約 2/3 的土地因劃為文資保護區，現有建築包括 2 棟古蹟與 15 棟歷史建築， 受限於文資保護規定，開發與利用的靈活性受到限制。剩餘的約 2.85 公頃空間主要位於園區後 段，規劃使用範圍有限。文化部目前採用「臨時使用計畫」形式進行操作，但尚未完成都市計畫 變更的正式申請，相關規劃進度與台北市政府的回饋協商進展緩慢，涉及多方協調與整合。另一 方面，該地區的潛在使用模式也成為社會討論的焦點。空總用地的運用牽涉文化部、國發會、台 北市政府等多方單位，其後續規劃與發展亟需明確方向。如何平衡文化傳承、經濟效益與社會需 求，既是政策規劃的挑戰，也是公共資源運用的關鍵課題。 針對空總用地目前的發展現況、文化創新成效及未來定位，敬請貴院詳細回應並提出具體改 善方案。"
